Aggregate ID,Module ID,Gene Symbol
A28,M10.1,DDX58
A28,M10.1,DDX60
A28,M10.1,DHX58
A28,M10.1,FBXO6
A28,M10.1,GBP1
A28,M10.1,GBP1
A28,M10.1,GBP4
A28,M10.1,GBP5
A28,M10.1,IFI35
A28,M10.1,IFIH1
A28,M10.1,IFIT2
A28,M10.1,IFIT5
A28,M10.1,IRF7
A28,M10.1,LAP3
A28,M10.1,OAS2
A28,M10.1,PARP12
A28,M10.1,PARP14
A28,M10.1,SAMD9L
A28,M10.1,SCO2
A28,M10.1,STAT1
A28,M10.1,TRIM22
A28,M10.1,ZBP1
